id,nick,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,Rating 2.0,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,awp,ak47,m4a1,usp_silencer,deagle,glock,p250,sg556,mp9,mac10,m4a1_silencer,cz75a,ump45,ssg08,galilar,famas,aug,hegrenade,tec9,mp5sd,fiveseven,hkp2000,mp7,world,bizon,nova,taser,mag7,p90,smokegrenade,decoy,sawedoff,scar20,usp_silencer_off,xm1014,g3sg1,negev,knife,m4a1_silencer_off,revolver,gallil,Rating 1.0,m249,molotov,flashbang,molotov_projectile,incgrenade,zeus
11893,zywoo,20035,41.4%,14527,1.38,88.8,3.7,899,23561,0.85,0.13,0.62,0.10,0.12,1.33,20035,14527,1.38,0.85,12532,K - D diff.,3697,2310,1.60,1.29,73.2%,21.6%,11029,7204,3616,1316,329,67,7254,7487,1238,3830,228,44,7235,4415,1367,1185,886,640,514,441,429,408,359,355,272,252,228,222,222,120,116,84,82,49,34,11,8,7,6,5,3,1,1,0,0,0,0,0,0,0,,,,,,,,,,
7998,s1mple,33061,41.4%,24735,1.34,86.4,2.3,1466,38687,0.85,0.10,0.64,0.08,0.11,,33061,24735,1.34,0.85,21009,K - D diff.,5588,3490,1.60,1.24,74.9%,20.7%,17678,12192,6186,2104,467,60,13750,12398,847,5718,173,241,11967,9029,1904,1383,1844,567,955,592,190,101,1441,521,376,407,184,276,313,109,104,31,94,219,119,30,2,10,4,40,28,,,2,12,21,31,12,1,0,11,0,0,1.25,,,,,,
16920,sh1ro,15695,28.0%,10896,1.44,78.8,3.9,770,20423,0.77,0.11,0.53,0.08,0.11,1.26,15695,10896,1.44,0.77,10371,K - D diff.,2370,1236,1.92,1.15,77.1%,16.4%,10052,6432,2795,930,187,27,3177,9247,489,2652,145,47,8939,1778,491,782,551,324,672,325,284,156,97,100,46,307,233,125,128,88,98,0,68,57,2,38,0,0,2,2,1,,,0,0,,0,1,,0,0,,,,,0,,,,
8950,kaze,16214,30.3%,12306,1.32,80.5,2.9,792,20664,0.78,0.11,0.60,0.08,0.10,,16214,12306,1.32,0.78,10516,K - D diff.,2470,1459,1.69,1.15,76.2%,17.1%,10148,6303,2974,1015,203,21,4492,8247,549,2623,156,195,7829,2255,580,528,306,442,275,703,114,106,295,590,224,396,218,201,236,40,249,11,23,180,38,15,0,3,0,151,56,,,3,21,1,10,1,,0,4,0,,1.19,1,,,,,2
12591,sterling,15333,31.4%,11504,1.33,79.1,4.0,761,19503,0.79,0.10,0.59,0.08,0.11,1.22,15333,11504,1.33,0.79,10226,K - D diff.,2311,1221,1.89,1.15,77.9%,16.9%,9277,6384,2790,858,175,19,4437,7715,425,2575,180,32,7506,2647,583,964,590,435,317,377,137,114,197,219,147,205,160,278,195,97,30,13,17,3,14,16,0,0,2,1,0,,,0,1,0,5,3,0,0,0,0,,,,,,,1,
17306,degster,12548,34.7%,9657,1.30,79.2,3.0,601,15984,0.79,0.09,0.60,0.07,0.10,1.21,12548,9657,1.30,0.79,8174,K - D diff.,2189,1323,1.65,1.21,73.9%,19.5%,7810,4900,2362,741,154,17,3503,6615,243,2035,164,33,6272,1993,466,736,569,250,356,449,141,87,161,45,13,329,165,97,172,124,48,2,6,2,0,28,0,0,1,0,0,0,,0,5,0,1,9,,0,0,,,,,,,,0,
11271,smooya,15807,27.4%,12486,1.27,79.4,2.4,761,20078,0.79,0.10,0.62,0.08,0.10,1.20,15807,12486,1.27,0.79,10214,K - D diff.,2783,1917,1.45,1.20,76.7%,20.3%,9864,6123,2860,979,233,19,3905,8431,539,2829,122,26,8232,2296,591,839,584,514,511,306,228,168,192,170,79,181,103,169,248,66,88,15,92,27,40,14,3,0,0,0,6,0,0,0,18,1,0,,0,0,0,,,,0,1,,0,,
7938,xantares,33797,53.4%,28256,1.20,88.9,4.2,1579,41548,0.81,0.15,0.68,0.10,0.11,,33797,28256,1.20,0.81,21485,K - D diff.,5663,4431,1.28,1.17,74.7%,19.2%,20063,12526,6229,2163,512,55,26813,317,798,5558,335,37,289,16091,7915,729,1688,1085,382,585,229,278,1107,159,189,27,455,504,156,200,208,9,222,1082,74,26,2,3,0,5,17,,,0,0,0,1,1,,0,,0,,1.17,0,1,,0,,
7592,device,35976,35.0%,28820,1.25,80.3,4.2,1777,46255,0.78,0.13,0.62,0.08,0.08,,35976,28820,1.25,0.78,23490,K - D diff.,6146,4394,1.40,1.17,78.6%,18.8%,22765,14233,6643,2104,462,48,14339,12655,1557,6922,424,120,12187,7906,2632,1692,1222,1056,850,466,233,286,2173,966,627,407,321,535,305,310,610,25,177,283,115,13,35,14,5,36,236,0,,4,61,13,16,0,6,0,1,0,0,1.16,1,,0,0,,1
18227,sensei,7320,31.5%,5540,1.32,75.6,2.4,372,9832,0.74,0.08,0.56,0.07,0.09,1.19,7320,5540,1.32,0.74,4962,K - D diff.,1258,662,1.90,1.19,74.3%,19.1%,4870,3172,1330,364,84,12,1679,4289,156,1146,49,21,4121,1039,215,390,261,144,220,44,81,32,187,19,43,166,135,25,34,17,76,0,22,3,0,12,0,0,0,1,0,,,0,1,0,0,1,,0,0,1,,,,,,,,
9216,coldzera,27380,49.4%,21748,1.26,79.6,2.4,1358,35408,0.77,0.11,0.61,0.08,0.10,,27380,21748,1.26,0.77,18167,K - D diff.,3200,2296,1.39,1.01,75.0%,12.5%,17241,11290,4938,1573,335,31,16755,3214,2151,5064,195,54,3170,8815,4814,1583,1229,887,355,754,423,521,628,576,991,41,422,764,558,72,344,24,12,76,183,15,1,1,0,13,8,,,1,2,0,1,1,1,0,0,0,9,1.16,0,,0,,,
7131,bntet,19744,39.8%,15976,1.24,83.4,5.1,984,25640,0.77,0.15,0.62,0.10,0.12,,19744,15976,1.24,0.77,12887,K - D diff.,2240,1833,1.22,0.98,76.0%,12.4%,12753,7888,3491,1196,274,38,14511,708,1122,3138,290,42,598,8008,4921,1111,343,703,187,412,258,200,176,715,629,108,220,276,498,143,36,1,11,32,20,19,1,0,0,10,13,,,0,1,0,0,1,0,0,0,0,,1.16,,,0,0,,
3741,niko,32409,50.5%,27225,1.19,85.7,4.2,1535,40687,0.80,0.13,0.67,0.08,0.10,,32409,27225,1.19,0.80,20840,K - D diff.,5739,4708,1.22,1.18,72.9%,19.8%,19847,12454,5837,2004,480,65,21864,3214,1106,5933,276,79,2973,14047,4534,1813,2211,866,573,560,121,75,1989,24,819,235,303,375,56,129,196,13,106,144,51,18,23,1,0,27,4,,,0,0,0,2,6,0,0,,0,0,1.15,0,,,0,,
9172,xign,13589,52.4%,11228,1.21,83.0,2.7,667,17249,0.79,0.12,0.65,0.09,0.10,,13589,11228,1.21,0.79,8828,K - D diff.,2013,1753,1.15,1.08,72.1%,15.7%,8421,5328,2458,847,171,24,9719,363,1012,2376,100,43,354,5659,3010,567,66,605,274,79,521,370,269,541,105,4,195,168,339,35,150,1,113,57,9,8,0,0,1,9,6,,,0,4,0,17,1,,0,0,0,,1.15,,,,,,0
9102,sico,16342,34.9%,12630,1.29,79.5,7.0,851,21587,0.76,0.14,0.59,0.09,0.10,,16342,12630,1.29,0.76,11027,K - D diff.,2491,1317,1.89,1.14,81.3%,16.4%,10560,6985,2958,913,153,18,4588,7113,943,3274,428,27,6681,3198,487,842,505,582,941,46,205,117,506,194,391,421,112,69,170,282,155,142,28,13,66,6,2,5,1,2,20,,,,8,10,3,3,0,0,,,,1.15,,0,,0,,
15165,blamef,15047,39.5%,11946,1.26,85.2,6.8,740,19776,0.76,0.14,0.60,0.07,0.09,1.22,15047,11946,1.26,0.76,10034,K - D diff.,2367,1653,1.43,1.13,73.6%,17.2%,9742,6299,2679,852,186,18,11598,152,745,2231,337,48,98,6183,3180,739,761,294,238,761,119,315,360,152,306,45,162,165,787,245,39,3,1,7,1,45,0,0,0,0,1,0,,,7,0,0,2,,0,0,,,,,,,,,
15631,kscerato,16244,50.0%,12686,1.28,79.4,5.3,843,21920,0.74,0.13,0.58,0.08,0.10,1.19,16244,12686,1.28,0.74,10836,K - D diff.,1851,1343,1.38,0.99,74.9%,11.6%,11084,6794,2907,930,179,26,11613,507,1294,2535,297,90,484,5925,2706,784,493,569,213,1155,496,347,265,308,364,21,234,184,1144,194,22,39,20,114,47,52,0,1,4,4,1,0,,0,2,4,9,0,0,0,,0,,,,1,1,,,
9626,xellow,19529,41.3%,16542,1.18,81.4,1.8,947,24767,0.79,0.11,0.67,0.09,0.11,,19529,16542,1.18,0.79,12682,K - D diff.,3492,2634,1.33,1.19,73.4%,20.2%,12085,7647,3553,1182,270,30,7801,7615,477,3530,115,35,7292,5565,1054,998,1063,469,470,59,122,130,860,269,206,317,95,130,38,38,110,17,77,72,2,23,0,0,2,1,0,,,0,6,2,0,0,0,0,,,,1.14,,,,0,,
8944,benkai,12164,46.7%,10118,1.20,85.4,4.2,603,15560,0.78,0.14,0.65,0.07,0.10,,12164,10118,1.20,0.78,7983,K - D diff.,1838,1550,1.19,1.09,75.8%,17.0%,7577,4863,2231,732,142,15,8704,427,826,1973,157,101,366,4697,2587,615,387,305,270,449,124,85,538,235,535,56,85,123,225,65,51,24,50,41,43,5,1,0,9,59,14,0,,2,3,3,12,2,,0,0,,,1.14,1,,,,,3
13776,jame,21233,25.3%,16251,1.31,73.5,3.9,1111,29432,0.72,0.09,0.55,0.07,0.09,1.18,21233,16251,1.31,0.72,14510,K - D diff.,3547,1984,1.79,1.16,75.6%,17.1%,14922,9373,3784,1138,197,18,2826,14089,1038,3000,232,128,13705,2138,235,960,185,658,642,48,426,374,61,417,236,380,132,150,62,121,95,1,31,8,1,45,0,5,45,4,0,,,0,1,0,11,3,0,0,0,0,,,,,0,,,
16816,vsm,9701,46.3%,8255,1.18,84.6,3.0,470,12395,0.78,0.13,0.67,0.10,0.10,1.20,9701,8255,1.18,0.78,6293,K - D diff.,1636,1394,1.17,1.14,74.0%,18.6%,6102,3797,1750,589,148,9,6620,1002,379,1621,90,25,967,3688,1743,316,652,339,84,320,120,122,88,40,76,35,141,128,512,45,10,55,18,138,0,12,,0,3,6,6,0,,,0,,0,0,,0,,,,,,,,,0,
16847,mhl,7671,28.8%,6352,1.21,80.4,4.0,372,9990,0.77,0.12,0.64,0.10,0.11,1.18,7671,6352,1.21,0.77,5058,K - D diff.,1248,858,1.45,1.15,76.8%,18.7%,4932,3101,1405,452,96,4,1816,4360,132,1254,125,9,4038,1123,338,404,145,315,194,41,75,48,120,88,4,321,63,46,85,95,66,0,33,7,0,5,1,0,0,0,4,,,0,0,0,0,1,,0,,0,,,,,,,0,
13281,el1an,22571,27.1%,18362,1.23,78.7,2.5,1118,29798,0.76,0.11,0.62,0.07,0.08,1.17,22571,18362,1.23,0.76,15057,K - D diff.,4120,2591,1.59,1.21,74.0%,20.0%,14741,9423,4039,1331,243,21,4137,14183,361,3651,182,103,13235,2180,441,1260,796,545,622,413,173,81,587,151,80,942,108,85,322,116,111,13,55,104,11,24,2,4,4,31,1,0,,2,5,0,4,1,,0,1,2,,,,,1,,,
11847,texta,12510,40.3%,10760,1.16,87.1,3.6,625,15713,0.80,0.18,0.68,0.10,0.13,1.21,12510,10760,1.16,0.80,8125,K - D diff.,1908,1825,1.05,1.08,75.8%,16.9%,7588,4887,2284,775,165,14,9814,148,264,2192,109,6,132,5322,3293,639,361,507,160,136,58,48,44,204,152,15,189,457,373,59,129,0,188,2,6,1,0,0,0,0,0,,,0,1,0,0,0,0,0,,0,,,,0,,0,,
798,oskar,28537,30.6%,23748,1.20,78.4,3.3,1414,37305,0.76,0.10,0.64,0.07,0.08,,28537,23748,1.20,0.76,18734,K - D diff.,5005,3565,1.40,1.18,73.3%,19.0%,18571,11426,5237,1684,355,32,5443,16390,979,5059,327,398,15811,3462,745,1103,1179,976,657,38,229,171,604,154,382,578,247,319,25,231,388,84,231,322,65,15,24,32,3,39,24,,,20,1,46,253,0,,0,3,0,,1.13,0,,,0,,
7167,kennys,36915,31.2%,30571,1.21,74.8,3.4,1843,48634,0.76,0.11,0.63,0.09,0.11,,36915,30571,1.21,0.76,24458,K - D diff.,5819,3950,1.47,1.13,76.5%,17.5%,24176,15164,6724,2113,410,47,8502,19451,842,7399,704,80,19238,4559,1007,1774,654,1386,1176,16,132,390,1301,996,42,209,570,901,148,587,928,99,236,248,132,18,11,11,0,12,36,,,1,4,0,2,0,,0,,0,,1.13,0,0,,,,
9960,frozen,22270,55.2%,18979,1.17,83.5,5.0,1117,29172,0.76,0.13,0.65,0.09,0.11,,22270,18979,1.17,0.76,14558,K - D diff.,3190,2845,1.12,1.05,73.6%,15.2%,14614,8968,3864,1364,328,34,15874,1165,815,4096,301,92,1092,9096,3610,1192,1195,834,332,948,294,240,1010,218,254,71,246,304,660,173,152,15,105,66,7,25,0,0,1,35,5,0,,0,2,0,13,0,0,0,,,,1.13,0,,,,0,
12553,yuurih,18512,44.6%,15557,1.19,84.5,4.9,935,24389,0.76,0.15,0.64,0.09,0.11,1.19,18512,15557,1.19,0.76,12210,K - D diff.,2373,1711,1.39,1.04,76.7%,13.8%,12179,7550,3295,1110,233,22,14126,430,724,2995,259,38,412,7297,3228,957,538,702,257,1122,305,111,433,381,272,13,316,394,1336,141,88,16,40,28,10,15,0,0,2,3,10,0,,0,5,0,5,0,0,0,,1,,,,0,0,,,
3972,hunter,28063,49.4%,24088,1.17,85.2,5.5,1372,36108,0.78,0.14,0.67,0.10,0.11,,28063,24088,1.17,0.78,18295,K - D diff.,4252,3597,1.18,1.09,76.0%,16.8%,17813,11045,5144,1725,350,31,19704,333,3027,4518,389,153,309,10379,4098,1409,359,942,265,565,679,808,2606,949,1160,24,403,394,1259,238,334,167,230,23,212,22,0,31,6,41,1,,,14,0,,19,0,,0,,0,,1.13,,0,,,,
10981,mantuu,13008,36.3%,10796,1.20,77.0,3.4,649,17375,0.75,0.11,0.62,0.09,0.12,1.16,13008,10796,1.20,0.75,8643,K - D diff.,2072,1453,1.43,1.12,72.9%,17.4%,8732,5378,2363,727,152,23,5361,4956,440,2122,141,27,4850,3386,1031,709,554,497,181,115,216,134,126,101,68,100,171,198,334,92,53,13,9,15,8,18,0,0,3,4,1,,,0,6,0,0,0,0,0,0,0,,,0,,,,,
8574,woxic,19147,32.7%,15954,1.20,76.9,2.2,985,25794,0.74,0.11,0.62,0.09,0.10,,19147,15954,1.20,0.74,12627,K - D diff.,3137,2103,1.49,1.14,76.2%,17.7%,13167,7799,3437,1121,239,31,5180,10373,408,3032,153,58,9855,3193,1081,304,439,686,373,176,91,99,188,286,187,518,192,263,87,75,133,12,81,730,11,18,4,7,0,5,4,,,0,0,0,19,0,,0,,,,1.12,,,,0,0,
10774,freeman,14141,49.4%,11989,1.18,80.3,2.9,730,18621,0.76,0.13,0.64,0.09,0.11,1.16,14141,11989,1.18,0.76,9263,K - D diff.,1786,1626,1.10,1.00,75.7%,13.4%,9358,5643,2574,857,166,23,9947,682,752,2614,139,32,618,5326,3082,811,503,531,167,746,216,115,108,431,371,63,128,162,395,59,124,9,46,1,35,3,0,4,0,11,6,,,0,0,0,2,1,0,0,,,,,,,,,,
11141,erkast,17206,50.2%,14702,1.17,83.4,5.0,859,22286,0.77,0.15,0.66,0.09,0.09,1.18,17206,14702,1.17,0.77,11300,K - D diff.,2364,2021,1.17,1.05,75.3%,14.4%,10986,6893,3156,1019,216,16,12171,381,1594,2810,239,52,330,7196,3305,906,415,578,244,134,437,352,840,255,780,49,179,224,293,142,161,0,219,29,21,13,0,0,0,9,4,0,,1,0,0,8,2,0,0,0,0,,,,0,0,1,0,
8412,dream3r,21151,50.2%,17409,1.21,77.7,3.2,1087,28279,0.75,0.13,0.62,0.08,0.11,,21151,17409,1.21,0.75,14166,K - D diff.,2358,1914,1.23,0.97,74.1%,11.5%,14113,8858,3896,1184,205,23,16354,302,247,3999,256,32,295,9060,2691,1161,593,864,280,5,44,56,3395,334,136,6,332,684,182,217,418,0,207,141,6,20,0,3,0,6,5,,,0,1,0,0,0,,0,5,0,,1.12,,,,0,,
12733,xsepower,21302,24.8%,17116,1.24,73.1,2.1,1090,29286,0.73,0.08,0.58,0.07,0.08,1.16,21302,17116,1.24,0.73,14373,K - D diff.,4315,2669,1.62,1.25,74.5%,21.0%,14913,9053,3936,1174,195,15,1861,15159,750,3419,149,35,14563,1214,206,1106,624,434,1123,103,235,325,91,56,182,596,80,80,87,66,44,2,23,9,4,20,2,0,3,2,0,,,0,0,0,2,0,,0,0,0,,,0,0,0,,0,
1088,little,9317,27.7%,7766,1.20,78.5,2.6,457,12154,0.77,0.10,0.64,0.07,0.09,,9317,7766,1.20,0.77,6279,K - D diff.,1595,1041,1.53,1.18,71.6%,19.0%,5875,3952,1735,484,99,9,1248,5656,105,2206,112,7,5502,692,65,480,25,298,1337,0,4,14,357,2,72,154,56,78,0,105,20,,8,19,7,0,3,0,0,0,5,,,0,0,15,0,0,1,0,0,,,1.12,1,,,,,
11140,ins,17217,42.4%,14719,1.17,85.5,8.4,895,22717,0.76,0.17,0.65,0.10,0.09,1.19,17217,14719,1.17,0.76,11265,K - D diff.,2630,2286,1.15,1.08,77.6%,15.8%,11452,6834,3182,1003,220,26,11608,801,1438,2872,467,71,697,6600,3056,917,570,650,235,581,440,264,560,186,553,101,164,193,454,297,131,92,87,91,71,12,1,0,2,32,17,0,,1,0,1,3,3,0,0,,0,,,0,4,,0,,
15821,neofrag,10389,48.7%,9105,1.14,87.2,8.5,507,13546,0.77,0.16,0.67,0.10,0.12,1.19,10389,9105,1.14,0.77,6704,K - D diff.,1730,1445,1.20,1.13,73.6%,17.8%,6842,4027,1878,628,133,38,8115,304,247,1579,147,25,265,4594,2184,495,540,401,25,266,132,76,171,61,15,37,162,271,467,103,50,24,0,1,0,17,0,0,2,0,0,,,1,1,0,0,1,,0,,,,,,,,,,
5736,kngv,16307,32.7%,13932,1.17,78.5,2.1,816,21285,0.77,0.10,0.65,0.08,0.09,,16307,13932,1.17,0.77,10790,K - D diff.,2887,2170,1.33,1.17,74.6%,19.4%,10495,6686,2943,932,206,23,5019,7843,727,2553,142,48,7722,2642,980,875,361,568,275,626,174,158,78,284,374,121,255,238,200,84,158,0,13,15,19,7,0,0,1,9,2,1,,0,0,0,1,0,,0,,,,1.12,,,,,,
11816,ropz,20305,52.0%,16896,1.20,79.0,2.5,1038,27371,0.74,0.11,0.62,0.07,0.09,1.15,20305,16896,1.20,0.74,13531,K - D diff.,2645,2175,1.22,1.02,72.4%,13.4%,13840,8434,3711,1121,239,26,15133,907,702,3394,115,106,776,8343,4386,996,1019,445,500,786,146,148,422,207,390,130,396,443,357,86,46,6,177,4,11,33,1,0,5,37,0,0,,0,1,0,23,0,,0,0,0,,,0,,,,1,
12877,chelleos,9965,32.0%,8765,1.14,84.1,4.1,494,12792,0.78,0.13,0.69,0.10,0.09,1.19,9965,8765,1.14,0.78,6475,K - D diff.,2273,1822,1.25,1.32,71.8%,24.7%,6317,3915,1806,592,148,14,3080,5065,215,1453,145,29,4707,1804,408,478,292,144,411,447,95,76,27,68,32,354,80,72,242,98,22,2,10,27,8,7,2,1,1,4,0,,,2,4,1,0,0,1,0,,,,,,,,,,
14087,jamppi,10302,31.8%,8894,1.16,78.2,2.8,503,13449,0.77,0.10,0.66,0.08,0.09,1.15,10302,8894,1.16,0.77,6747,K - D diff.,2050,1538,1.33,1.24,72.5%,22.2%,6702,4128,1826,658,127,8,2872,5073,421,1835,83,46,4877,1674,582,522,451,298,216,189,156,119,179,95,92,190,69,105,74,32,46,26,68,132,1,6,10,2,6,8,17,,,0,2,0,9,4,0,0,,,,,1,,,,,
9884,wrath,10634,50.1%,9395,1.13,83.9,3.5,525,13568,0.78,0.14,0.69,0.11,0.14,,10634,9395,1.13,0.78,6906,K - D diff.,1518,1276,1.19,1.07,74.8%,16.2%,6662,4167,1920,672,124,23,8173,205,404,1766,91,16,188,4577,2387,506,248,354,138,408,111,72,112,442,147,7,172,238,279,57,31,10,32,14,1,8,1,0,0,0,62,,,0,9,1,5,1,1,0,,0,,1.12,,0,0,,,0
10394,twistzz,24397,62.4%,20681,1.18,76.9,3.3,1267,33147,0.74,0.11,0.62,0.10,0.12,,24397,20681,1.18,0.74,16056,K - D diff.,2871,2658,1.08,0.97,73.8%,12.1%,17091,9936,4315,1436,322,47,17550,742,1173,4723,220,61,663,10368,4591,1375,1014,912,346,374,161,129,763,837,818,75,482,835,137,110,172,50,49,14,9,15,4,8,1,3,2,0,0,3,1,0,24,3,0,0,,0,,1.11,0,,0,0,,
2757,guardian,30122,29.6%,25324,1.19,71.9,2.7,1553,40677,0.74,0.11,0.62,0.08,0.09,,30122,25324,1.19,0.74,19950,K - D diff.,5222,3692,1.41,1.16,76.7%,18.6%,20727,12366,5438,1798,311,37,6824,17233,697,5021,320,68,16792,3903,868,588,743,834,1203,85,86,172,1155,315,403,440,322,414,77,269,70,10,67,1196,16,10,3,42,0,2,7,,,0,1,0,0,0,,0,0,0,0,1.11,,,,0,,
13238,ptc,9304,36.1%,7896,1.18,76.9,2.0,476,12393,0.75,0.10,0.64,0.08,0.09,1.14,9304,7896,1.18,0.75,6199,K - D diff.,1542,1102,1.40,1.14,73.1%,17.5%,6194,3885,1655,538,110,11,3249,3987,349,1649,63,27,3835,2209,598,523,350,302,184,129,113,90,129,264,120,152,38,61,85,28,20,15,4,2,11,4,0,0,0,0,0,0,,,0,0,2,0,,0,,0,,,0,,,,,
29,f0rest,38704,51.6%,33106,1.17,76.8,3.7,1967,50944,0.76,0.12,0.65,0.09,0.10,,38704,33106,1.17,0.76,25582,K - D diff.,5613,4473,1.25,1.07,76.7%,15.8%,25362,15748,7144,2213,434,43,25848,4224,1265,6905,375,139,4062,14323,4245,1874,1290,1333,865,452,264,221,5589,678,485,122,351,677,211,266,275,34,121,368,173,20,47,12,7,52,41,0,,2,36,93,6,4,1,0,,,1,1.11,,0,,,,2
8943,splashske,14145,38.4%,12334,1.15,78.5,3.5,722,18651,0.76,0.11,0.66,0.09,0.09,,14145,12334,1.15,0.76,9213,K - D diff.,2658,1858,1.43,1.21,73.6%,20.1%,9438,5577,2549,897,171,19,4741,6178,525,2539,167,24,5912,3011,1054,873,561,411,310,197,47,105,129,177,326,263,84,147,119,83,106,29,49,42,17,9,0,1,4,3,1,0,,0,3,0,0,0,,0,0,,,1.11,,,,,,0
11219,cerq,22109,27.8%,18682,1.18,74.5,2.3,1155,29984,0.74,0.10,0.62,0.10,0.11,1.15,22109,18682,1.18,0.74,14705,K - D diff.,3821,2660,1.44,1.16,75.5%,18.2%,15279,9194,3923,1304,263,21,5399,12262,713,3615,142,23,11981,3127,760,1264,272,828,316,438,143,287,474,558,255,281,182,203,215,63,335,16,32,5,4,10,3,0,0,1,5,,,0,0,0,0,0,0,0,0,0,,,0,,0,,,
9136,brehze,22241,52.1%,19467,1.14,80.7,2.5,1120,29166,0.76,0.12,0.67,0.10,0.12,,22241,19467,1.14,0.76,14610,K - D diff.,2997,2663,1.13,1.03,73.7%,14.5%,14556,9028,3891,1363,298,30,17204,343,640,3945,127,36,274,9321,3995,1167,935,675,448,1474,149,175,650,292,300,64,420,668,676,49,188,4,112,127,7,14,0,0,0,10,5,,,0,5,0,3,0,0,0,,0,,1.11,0,,0,,,
13249,osee,18955,31.8%,15958,1.19,76.9,2.9,982,25469,0.74,0.11,0.63,0.11,0.12,1.15,18955,15958,1.19,0.74,12760,K - D diff.,2989,2170,1.38,1.11,75.4%,16.5%,12709,8074,3428,1023,219,16,6315,9052,377,3077,156,26,8769,3105,1078,1069,612,656,350,749,192,124,214,234,59,283,391,335,443,68,88,0,27,41,0,17,2,1,1,0,0,,,1,0,0,1,0,0,0,0,,,,2,,,,,
11283,ottond,16021,26.8%,13514,1.19,76.3,3.3,821,21662,0.74,0.11,0.62,0.09,0.11,1.15,16021,13514,1.19,0.74,10688,K - D diff.,2722,1824,1.49,1.15,75.7%,18.1%,10974,6639,2959,915,156,19,3621,8922,550,2787,160,12,8748,1470,583,862,345,560,387,772,168,162,81,336,169,173,165,173,377,73,128,16,141,28,33,4,0,0,0,2,2,0,,,1,0,2,0,,0,,0,,,,,,,0,
12126,poizon,20839,33.6%,17942,1.16,78.3,3.8,1062,28152,0.74,0.12,0.64,0.09,0.10,1.15,20839,17942,1.16,0.74,13706,K - D diff.,3567,2661,1.34,1.14,76.1%,18.4%,14446,8453,3706,1247,267,33,6028,10779,360,3492,210,28,9876,3578,834,1134,666,621,748,321,111,95,380,110,152,901,290,343,282,99,83,2,33,96,0,17,0,0,0,1,0,0,,0,0,0,1,2,0,0,0,0,,,,0,,,,
14619,infinite,14947,50.7%,13028,1.15,81.4,4.8,767,19996,0.75,0.14,0.65,0.10,0.11,1.16,14947,13028,1.15,0.75,9773,K - D diff.,2108,1958,1.08,1.03,72.9%,14.4%,10223,5986,2649,920,187,31,10761,446,1013,2539,184,51,390,5723,2926,793,572,559,196,746,446,352,364,311,188,51,355,276,371,90,50,5,33,24,14,16,1,3,1,10,7,0,,0,5,0,4,0,2,0,,,,,0,,,,,
15662,zorte,11099,37.0%,9341,1.19,75.1,2.5,568,15132,0.73,0.09,0.62,0.09,0.11,1.15,11099,9341,1.19,0.73,7451,K - D diff.,1956,1288,1.52,1.17,73.5%,18.9%,7681,4701,2002,614,118,16,3276,5594,218,1917,106,17,5146,1684,439,638,702,312,213,469,107,89,168,21,14,426,157,118,241,61,17,2,6,3,5,14,0,0,1,0,1,,,0,22,0,0,0,0,0,0,,,,,,0,,0,
9277,freddyfrog,23641,40.3%,20056,1.18,80.3,3.9,1202,32041,0.74,0.14,0.63,0.09,0.11,,23641,20056,1.18,0.74,15812,K - D diff.,3323,2585,1.29,1.05,71.7%,14.7%,16229,9972,4159,1404,246,31,16253,1349,1502,4218,289,115,1293,9389,4016,1309,1122,789,312,373,479,371,766,423,574,43,295,321,1093,170,133,42,71,49,31,27,0,0,8,35,5,,,0,13,0,17,0,0,0,0,,,1.11,,0,0,0,,
8575,calyx,17884,56.2%,15269,1.17,79.0,3.5,924,24088,0.74,0.12,0.63,0.09,0.11,,17884,15269,1.17,0.74,11922,K - D diff.,2239,1848,1.21,1.00,74.0%,12.9%,12166,7460,3213,1021,206,22,12271,1102,1327,3014,175,33,1082,7485,3214,915,705,573,186,235,125,311,666,285,828,17,207,252,212,87,155,23,128,65,36,8,0,0,0,8,4,,,0,0,0,10,3,,0,,0,,1.11,,,,0,,
13254,tenz,7931,51.3%,7092,1.12,82.4,3.2,401,10399,0.76,0.14,0.68,0.10,0.12,1.15,7931,7092,1.12,0.76,5128,K - D diff.,1173,1121,1.05,1.05,71.3%,15.6%,5271,3097,1401,503,112,15,5215,814,237,1583,62,38,739,3135,805,438,604,305,105,305,62,45,375,51,111,74,102,115,378,31,42,1,26,12,6,1,0,0,1,16,12,0,,0,1,,11,0,,0,0,,,,3,,0,,,
14505,ekul,8482,36.9%,7505,1.13,80.6,2.9,428,11069,0.77,0.12,0.68,0.08,0.09,1.15,8482,7505,1.13,0.77,5550,K - D diff.,1675,1255,1.33,1.23,71.5%,21.9%,5519,3388,1528,512,108,14,3018,3631,184,1549,74,42,3495,1739,412,498,537,223,169,251,98,52,61,44,28,135,118,95,342,32,59,4,8,8,1,9,0,6,8,4,1,,,0,0,0,8,1,0,0,,,,,,,,,,
