id,nick,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,Rating 2.0,Kills,Deaths,Kill / Death,Kill / Round,Rounds with kills,Kill - Death difference,Total opening kills,Total opening deaths,Opening kill ratio,Opening kill rating,Team win percent after first kill,First kill in won rounds,0 kill rounds,1 kill rounds,2 kill rounds,3 kill rounds,4 kill rounds,5 kill rounds,Rifle kills,Sniper kills,SMG kills,Pistol kills,Grenade,Other,awp,ak47,m4a1,usp_silencer,deagle,glock,p250,sg556,mp9,mac10,m4a1_silencer,cz75a,ump45,ssg08,galilar,famas,aug,hegrenade,tec9,mp5sd,fiveseven,hkp2000,mp7,world,bizon,nova,taser,mag7,p90,smokegrenade,decoy,sawedoff,scar20,usp_silencer_off,xm1014,g3sg1,negev,knife,m4a1_silencer_off,revolver,gallil,Rating 1.0,m249,molotov,flashbang,molotov_projectile,incgrenade,zeus
3347,seized,25807,45.7%,26345,0.98,72.7,5.4,1474,38786,0.67,0.15,0.68,0.08,0.07,,25807,26345,0.98,0.67,17769,K - D diff.,3848,4139,0.93,0.98,73.9%,14.3%,21017,11646,4551,1308,241,23,18391,1310,1407,4113,406,214,1119,9735,3423,1109,209,861,449,75,306,306,3440,647,580,131,597,739,382,250,460,13,206,166,159,17,5,11,3,57,38,,,3,50,1,54,10,,0,0,0,6,0.97,1,,,,,
9816,aleksib,16349,39.3%,16504,0.99,75.3,8.5,953,25190,0.65,0.17,0.66,0.11,0.10,,16349,16504,0.99,0.65,11345,K - D diff.,2583,2802,0.92,0.99,74.1%,14.3%,13845,7475,2886,846,126,12,11053,623,1595,2533,520,70,560,5860,3435,716,324,501,240,279,407,520,491,429,553,46,131,301,556,342,147,22,70,75,85,21,3,0,6,3,5,,,0,14,1,27,3,,0,0,0,,0.97,0,,0,,,
7388,soker,11378,42.5%,11813,0.96,75.6,2.8,639,16759,0.68,0.15,0.70,0.12,0.11,,11378,11813,0.96,0.68,7775,K - D diff.,1904,1958,0.97,1.04,71.1%,16.2%,8984,5023,2046,578,111,17,7550,985,662,2081,97,28,951,4395,1483,598,394,354,244,230,232,105,569,244,237,27,157,314,402,32,134,1,61,34,44,4,1,1,0,7,42,1,,0,7,3,11,0,2,0,,,,0.97,0,1,,,,
8569,devil,11006,48.2%,11297,0.97,73.3,3.7,636,16582,0.66,0.13,0.68,0.10,0.09,,11006,11297,0.97,0.66,7544,K - D diff.,1544,1636,0.94,0.97,70.2%,13.2%,9038,4888,1978,566,104,8,7264,287,1065,2228,120,62,273,4811,1811,207,376,367,320,19,183,319,332,279,489,10,67,156,68,71,101,4,211,366,56,6,1,0,1,25,13,,,0,3,0,6,1,,0,0,0,,0.97,,,,,,
10666,mairolls,8516,49.1%,8729,0.98,73.2,3.5,495,12791,0.67,0.13,0.68,0.10,0.10,1.02,8516,8729,0.98,0.67,5886,K - D diff.,1143,1262,0.91,0.95,73.8%,13.0%,6905,3884,1466,450,80,6,6228,254,512,1409,100,44,231,2807,1438,440,252,292,130,694,150,116,143,231,157,21,229,202,715,54,30,15,11,23,60,16,,0,0,19,14,0,,3,2,0,5,0,0,0,0,,,,,,,,,0
9019,surreal,24021,43.2%,24673,0.97,72.5,3.2,1394,36492,0.66,0.13,0.68,0.10,0.09,,24021,24673,0.97,0.66,16494,K - D diff.,3867,3994,0.97,1.01,71.3%,15.0%,19998,10768,4212,1254,233,27,15619,2679,1274,4180,288,53,2572,8734,4292,1139,1415,734,372,741,467,466,391,319,303,104,386,386,689,152,134,25,54,13,11,33,1,0,4,6,1,0,,0,1,0,0,2,0,0,,0,,0.97,,,,0,0,0
7925,gabesson,7943,42.1%,8207,0.97,76.0,4.6,441,11654,0.68,0.16,0.70,0.11,0.11,,7943,8207,0.97,0.68,5470,K - D diff.,1142,1096,1.04,1.00,71.8%,14.7%,6184,3575,1428,369,93,5,4880,1030,288,1628,92,46,984,2818,662,444,404,276,212,10,65,55,1144,108,153,46,94,116,36,70,125,0,43,15,6,0,2,0,1,43,7,,,0,0,0,0,0,0,0,,,,0.97,0,,,,,
12490,expro,6628,44.6%,6809,0.97,75.7,4.0,368,9761,0.68,0.14,0.70,0.10,0.10,1.04,6628,6809,0.97,0.68,4597,K - D diff.,1056,1036,1.02,1.03,71.7%,15.6%,5164,3025,1188,314,65,5,4295,887,168,1168,109,21,843,2238,963,298,381,213,88,425,50,19,264,103,83,37,127,117,161,63,46,1,35,0,11,7,0,1,0,6,4,,,2,4,0,1,3,0,0,,0,,,0,,,,,
14957,mayker,7380,49.1%,7600,0.97,72.9,4.6,433,11216,0.66,0.13,0.68,0.10,0.10,1.01,7380,7600,0.97,0.66,5083,K - D diff.,867,968,0.90,0.91,74.4%,11.5%,6133,3351,1268,373,81,10,5233,395,346,1320,99,13,380,2598,1272,441,336,271,80,684,129,77,173,185,103,15,90,124,292,51,0,31,3,3,1,4,0,0,0,0,5,0,,,0,0,3,0,0,0,,0,,,0,0,,,,
971,khrn,15822,48.0%,16067,0.98,71.0,4.7,935,24443,0.65,0.14,0.66,0.10,0.10,,15822,16067,0.98,0.65,10923,K - D diff.,1927,2121,0.91,0.92,72.1%,11.2%,13520,7141,2825,817,132,8,12016,111,710,2704,224,78,76,6590,2421,650,188,673,295,33,160,250,2322,405,158,31,172,370,108,139,149,8,218,122,37,11,6,8,0,27,91,,,1,4,3,21,0,2,0,0,0,,0.97,,,,,,
11248,leaf,6618,44.2%,6689,0.99,72.1,3.5,398,10120,0.65,0.13,0.66,0.09,0.08,1.02,6618,6689,0.99,0.65,4618,K - D diff.,882,809,1.09,0.97,71.5%,12.4%,5502,3054,1179,338,43,4,3794,708,833,1216,59,15,660,2175,1193,378,109,223,151,9,161,100,153,348,563,48,27,144,93,29,6,2,0,0,2,4,0,0,2,1,5,1,,0,0,1,0,0,,0,,,,,,,,,,
8453,seminte,10693,49.2%,11101,0.96,72.4,3.0,618,16169,0.66,0.13,0.69,0.09,0.10,,10693,11101,0.96,0.66,7247,K - D diff.,1369,1478,0.93,0.94,73.8%,12.5%,8922,4618,1942,572,105,10,7881,235,659,1814,101,17,208,4737,2184,528,434,400,108,55,271,112,481,132,247,27,194,194,36,53,112,11,76,24,7,9,0,1,0,2,11,,,0,0,0,1,0,0,0,0,,,0.97,,,0,,,
8733,bodito,7386,46.8%,7734,0.96,74.4,3.3,407,10904,0.68,0.14,0.71,0.11,0.10,,7386,7734,0.96,0.68,5000,K - D diff.,1084,1254,0.86,0.97,72.8%,15.0%,5904,3197,1319,402,72,10,4974,552,272,1452,91,59,474,2756,774,432,397,273,84,203,75,75,730,58,110,69,115,176,220,51,116,0,43,49,1,7,4,2,1,27,7,,,0,8,0,19,1,1,0,,,,0.97,,,,,,
303,starix,10761,47.6%,11002,0.98,73.5,3.8,625,16451,0.65,0.14,0.67,0.09,0.09,,10761,11002,0.98,0.65,7419,K - D diff.,1459,1510,0.97,0.96,75.0%,13.0%,9032,4894,1879,522,112,12,7672,726,319,1886,142,19,703,3880,2227,313,157,493,355,72,58,49,825,195,142,8,247,313,107,106,36,2,28,297,44,0,17,1,0,9,7,,,0,15,6,0,0,2,0,1,,,0.97,,,,,,
8137,reltuc,14788,40.5%,14862,1.00,73.3,3.7,865,22664,0.65,0.15,0.66,0.09,0.10,,14788,14862,1.00,0.65,10411,K - D diff.,1888,1855,1.02,0.95,73.8%,12.3%,12253,6991,2630,656,122,12,10174,805,760,2803,215,50,663,5396,2022,805,395,488,236,203,127,136,1541,328,409,138,276,511,225,122,269,5,148,128,53,3,0,0,0,38,30,,,0,3,0,4,1,0,0,,0,,0.97,,,,0,1,
8566,lucas1,15923,47.0%,16381,0.97,76.7,3.9,934,24242,0.66,0.16,0.68,0.10,0.09,,15923,16381,0.97,0.66,10933,K - D diff.,2432,2597,0.94,0.99,71.5%,13.8%,13309,7104,2850,812,153,14,11599,258,712,3055,205,130,146,6245,2719,892,977,579,283,806,155,29,869,65,320,10,197,316,447,104,143,42,84,14,154,10,0,1,0,86,12,0,,0,97,3,17,5,5,0,,,,0.97,4,,0,,0,
7368,hyper,11144,41.8%,11311,0.99,69.9,2.8,646,16949,0.66,0.12,0.67,0.08,0.08,,11144,11311,0.99,0.66,7776,K - D diff.,1364,1556,0.88,0.92,71.4%,11.5%,9173,5154,2004,516,90,12,7734,640,792,1832,128,29,602,4435,1715,389,157,335,333,6,40,60,874,210,588,10,232,434,38,62,201,0,109,96,33,1,21,2,0,15,50,,0,0,27,0,0,1,2,0,,2,,0.96,0,,,0,,
17553,pesadelo,8641,44.2%,9069,0.95,75.6,5.9,491,12779,0.68,0.14,0.71,0.10,0.09,1.02,8641,9069,0.95,0.68,5862,K - D diff.,1232,1361,0.91,0.97,71.6%,13.9%,6917,3759,1540,461,91,11,6309,227,422,1528,145,30,199,3392,1820,379,565,322,91,376,191,101,214,33,121,25,216,85,206,87,36,4,37,62,0,13,3,0,1,0,2,0,,0,0,0,0,3,0,0,0,,,,,,,,,
14359,w1nt3r,7672,49.9%,7783,0.99,72.1,3.9,450,11968,0.64,0.12,0.65,0.09,0.10,1.00,7672,7783,0.99,0.64,5345,K - D diff.,757,797,0.95,0.87,72.4%,9.2%,6623,3544,1353,376,66,6,5496,231,350,1491,91,36,221,3046,1359,394,593,288,100,243,182,85,311,83,76,10,268,164,105,48,18,1,12,2,3,12,0,0,14,4,3,0,,0,0,0,1,0,0,0,0,,,,,,,,1,
7716,chopper,17599,57.5%,18039,0.98,72.2,4.3,1020,26991,0.65,0.13,0.67,0.10,0.08,,17599,18039,0.98,0.65,12145,K - D diff.,2666,2905,0.92,0.98,70.7%,13.6%,14846,7937,3149,886,160,13,12748,164,1473,2955,249,63,159,6344,3517,910,726,618,202,785,693,362,799,214,371,4,379,479,445,120,119,10,128,37,28,30,5,1,0,2,4,0,,0,0,0,20,1,0,0,,,,0.96,,,,,,
823,maniac,14478,39.4%,14866,0.97,74.4,2.1,837,22049,0.66,0.14,0.67,0.08,0.08,,14478,14866,0.97,0.66,9958,K - D diff.,1767,2096,0.84,0.91,72.7%,11.5%,12091,6527,2556,719,145,11,10700,151,716,2739,158,21,57,5642,1800,589,78,496,920,8,64,144,2409,237,419,22,353,485,3,105,74,,257,85,50,2,1,4,0,6,38,,,0,68,2,0,4,,0,0,0,,0.96,,,,,,0
7170,smithzz,19726,41.4%,20269,0.97,66.1,2.3,1161,30130,0.65,0.14,0.67,0.10,0.08,,19726,20269,0.97,0.65,13534,K - D diff.,3512,3506,1.00,1.06,76.6%,16.7%,16596,8813,3519,1007,176,19,9307,5426,924,3816,210,59,4993,4104,2148,925,200,759,636,0,133,212,2169,576,54,158,361,525,0,134,453,14,120,122,335,5,63,4,0,41,113,,,1,268,17,2,7,,0,0,,,0.96,0,,1,,,
11891,phr,21477,53.7%,21908,0.98,73.2,5.7,1227,32833,0.65,0.13,0.67,0.09,0.09,1.02,21477,21908,0.98,0.65,14944,K - D diff.,2618,2728,0.96,0.93,73.1%,11.4%,17889,9865,3858,1005,199,17,15929,658,1055,3435,368,52,374,8216,4745,1049,807,757,231,512,521,239,1047,444,240,284,422,266,721,217,39,10,10,92,45,2,0,2,0,12,0,0,,7,0,0,23,0,0,0,0,0,,,,0,,,0,
16870,problem,8878,48.9%,9130,0.97,74.4,4.6,497,13492,0.66,0.13,0.68,0.10,0.09,1.03,8878,9130,0.97,0.66,6124,K - D diff.,1180,1233,0.96,0.95,72.2%,12.9%,7368,4001,1579,465,71,8,6323,186,810,1419,130,43,156,3500,1621,435,379,327,88,186,586,167,156,27,24,28,321,193,346,60,87,5,40,8,1,25,7,0,4,5,20,,,2,1,0,4,1,,0,0,0,,,,0,,,,
11358,0i,8436,55.9%,8776,0.96,73.9,3.3,475,12428,0.68,0.13,0.71,0.10,0.10,1.01,8436,8776,0.96,0.68,5811,K - D diff.,1134,1209,0.94,0.96,68.4%,12.9%,6617,3801,1497,415,94,4,5833,58,724,1727,86,23,53,3315,1378,452,481,288,148,15,165,122,697,180,432,5,122,226,80,37,58,0,69,51,5,6,0,0,0,8,0,0,,0,0,0,5,,,0,,0,,,,,0,,,
14221,kaper,9154,44.2%,9322,0.98,72.1,3.8,536,14240,0.64,0.14,0.65,0.10,0.10,1.02,9154,9322,0.98,0.64,6379,K - D diff.,1169,1176,0.99,0.94,72.2%,11.8%,7861,4256,1573,455,88,7,6585,161,707,1571,140,5,155,3508,1696,383,354,339,76,247,234,246,592,286,189,5,38,81,423,82,22,25,31,80,13,0,0,0,0,0,0,0,,0,0,0,2,1,0,0,0,,,,,1,,,0,
5796,tizian,27829,56.0%,28458,0.98,71.6,4.7,1640,43306,0.64,0.13,0.66,0.09,0.09,,27829,28458,0.98,0.64,19260,K - D diff.,3939,4204,0.94,0.96,72.1%,12.7%,24046,12689,4920,1349,274,28,20259,202,1719,5144,401,166,170,11522,5879,1410,1563,1149,480,232,738,416,639,92,320,29,1044,530,413,219,200,9,143,91,144,23,62,17,4,53,30,1,,0,2,8,48,1,1,0,0,,,0.96,,0,,0,,0
8150,maeve,8154,40.5%,8285,0.98,72.3,3.5,487,12606,0.65,0.14,0.66,0.08,0.07,,8154,8285,0.98,0.65,5661,K - D diff.,1096,1205,0.91,0.94,75.4%,12.6%,6945,3700,1504,390,64,3,5400,630,542,1448,104,40,616,2838,1535,353,130,296,272,0,44,83,517,37,359,12,152,357,0,65,163,,61,126,37,2,10,4,0,14,9,,,0,2,0,12,0,,0,1,,,0.96,0,,0,0,,
15563,saddyx,11312,47.6%,11671,0.97,74.6,6.0,642,17216,0.66,0.14,0.68,0.10,0.10,1.03,11312,11671,0.97,0.66,7816,K - D diff.,1686,1650,1.02,1.00,71.8%,14.3%,9400,5148,1964,593,98,13,7985,453,808,1877,186,46,391,4167,2028,547,427,387,150,788,283,270,192,243,213,61,197,172,441,98,55,22,13,29,11,16,0,0,0,0,9,,,0,0,0,14,1,1,0,0,0,,,,,,,,
329,kairi,6763,37.7%,6967,0.97,74.1,6.0,404,10297,0.66,0.15,0.68,0.10,0.09,,6763,6967,0.97,0.66,4657,K - D diff.,1168,1119,1.04,1.05,69.9%,16.3%,5640,3045,1200,344,64,4,3208,1595,319,1471,170,14,1519,1840,665,375,136,201,212,23,38,33,283,163,224,69,211,180,6,116,230,0,84,65,16,1,4,1,0,3,4,0,,3,7,3,1,0,,0,,,,0.96,0,,,,,
11460,tommy,6700,46.0%,7023,0.95,76.2,2.9,387,9900,0.68,0.15,0.71,0.12,0.10,1.04,6700,7023,0.95,0.68,4561,K - D diff.,1100,1186,0.93,1.02,70.9%,15.2%,5339,2918,1225,347,64,7,4758,141,477,1269,65,3,136,2579,1174,323,137,273,155,78,73,172,742,237,202,5,92,93,0,26,51,11,54,38,18,0,1,0,0,3,0,0,,0,0,0,0,0,,0,,,,,,,,,,0
11199,beastik,9117,56.1%,9461,0.96,71.8,4.8,524,14042,0.65,0.13,0.67,0.11,0.08,1.02,9117,9461,0.96,0.65,6246,K - D diff.,1433,1655,0.87,0.98,71.9%,13.9%,7796,4081,1565,505,84,11,6450,20,959,1563,137,14,18,3647,2010,404,611,334,24,17,572,340,104,63,12,2,310,337,25,75,49,8,3,75,24,12,2,0,0,0,1,,0,0,0,0,0,0,,0,0,,,,,,,,,
8507,stanislaw,21299,47.6%,21772,0.98,72.7,6.0,1281,33169,0.64,0.14,0.66,0.10,0.09,,21299,21772,0.98,0.64,14745,K - D diff.,3102,3511,0.88,0.96,73.3%,13.1%,18424,9643,3874,1030,177,21,14384,632,2062,3785,381,95,575,7133,3617,1171,246,736,667,706,284,170,1677,479,1349,37,427,547,277,228,252,44,161,53,80,17,6,8,1,49,129,,,0,19,0,9,1,0,0,,0,,0.96,,,0,0,0,
7148,friberg,31278,47.4%,32498,0.96,70.8,5.1,1841,47769,0.65,0.16,0.68,0.11,0.10,,31278,32498,0.96,0.65,21356,K - D diff.,4644,5608,0.83,0.96,74.0%,13.4%,26413,13826,5585,1590,323,32,23990,237,1503,4964,483,141,138,13299,7285,982,1103,1039,620,102,280,297,856,83,495,64,802,1272,374,321,225,50,264,633,295,19,22,4,3,36,64,,,2,33,7,55,2,1,0,,1,0,0.96,2,1,,,,
922,snappi,25296,45.6%,25993,0.97,73.0,4.4,1463,38564,0.66,0.13,0.67,0.09,0.08,,25296,25993,0.97,0.66,17579,K - D diff.,3556,3357,1.06,0.98,76.0%,13.5%,20985,11600,4523,1201,232,23,14748,2615,3218,4417,295,55,2472,7292,3907,1245,623,886,311,761,503,1119,1552,317,1494,121,265,274,697,181,638,25,312,59,51,18,5,0,0,12,21,0,0,0,22,0,1,0,15,0,0,0,,0.96,,,,,,
9545,xms,12206,59.0%,12830,0.95,71.0,2.9,712,18783,0.65,0.12,0.68,0.11,0.10,,12206,12830,0.95,0.65,8266,K - D diff.,1738,2207,0.79,0.93,69.6%,12.9%,10517,5318,2135,649,149,15,8215,196,956,2732,110,25,190,4824,1249,659,782,444,189,125,258,270,1352,280,338,5,98,372,195,43,225,42,104,49,9,9,21,2,0,7,18,,,0,1,0,3,0,0,0,0,,,0.96,,,,,,
9053,uber,6674,50.2%,6973,0.96,73.6,3.9,398,10027,0.67,0.14,0.70,0.12,0.11,,6674,6973,0.96,0.67,4584,K - D diff.,954,1001,0.95,0.98,71.9%,14.1%,5443,2986,1189,335,66,8,4608,166,468,1330,98,22,107,2801,1027,264,77,216,225,2,83,79,439,141,110,53,151,188,0,54,201,0,95,110,10,1,1,1,0,11,185,,0,0,6,0,5,0,0,0,,,,0.96,,,,0,,1
10508,nbl,9676,51.1%,10134,0.95,72.5,3.5,564,14554,0.66,0.14,0.70,0.11,0.10,,9676,10134,0.95,0.66,6615,K - D diff.,1287,1401,0.92,0.95,75.4%,13.0%,7939,4286,1704,524,95,6,6920,140,816,1696,111,5,134,3980,1596,550,195,378,48,59,259,192,591,394,307,6,184,255,255,52,100,14,26,5,43,1,0,0,0,0,1,,,0,0,0,0,0,,0,0,,,0.96,,,0,0,,
17305,finigan,7717,50.7%,7758,0.99,68.6,4.4,459,12310,0.63,0.12,0.63,0.10,0.10,1.01,7717,7758,0.99,0.63,5446,K - D diff.,963,935,1.03,0.93,73.8%,11.2%,6864,3669,1344,375,55,3,5802,268,345,1176,140,20,249,2554,1252,197,358,264,113,823,182,143,277,52,19,17,293,292,311,94,26,0,6,157,0,19,1,0,0,0,0,,,,0,0,0,2,,0,0,,,,,,,,0,
165,neo,33541,37.8%,34851,0.96,72.3,5.8,1972,51454,0.65,0.16,0.68,0.09,0.08,,33541,34851,0.96,0.65,23010,K - D diff.,4602,5295,0.87,0.94,72.0%,12.7%,28444,15032,5913,1687,334,44,21865,3382,1549,5963,640,182,2853,11051,3445,1442,502,1135,1500,259,430,430,5527,333,312,432,670,609,304,429,332,6,277,425,226,20,44,26,3,84,101,2,,1,96,8,0,1,8,0,0,1,1,0.96,5,,,0,,1
205,glow,6438,51.9%,6537,0.98,69.5,3.2,395,10045,0.64,0.12,0.65,0.11,0.11,1.01,6438,6537,0.98,0.64,4540,K - D diff.,769,751,1.02,0.92,75.6%,10.8%,5505,3058,1135,283,59,5,4384,148,663,1142,53,54,136,2394,1576,428,192,238,49,71,204,124,74,206,315,8,107,110,52,22,20,3,2,5,13,0,0,1,0,39,4,,,0,4,0,4,0,,0,0,0,,,,,,,,
8459,kvik,13682,42.7%,14349,0.95,75.1,3.8,780,20389,0.67,0.14,0.70,0.10,0.10,,13682,14349,0.95,0.67,9371,K - D diff.,1841,1951,0.94,0.96,74.1%,13.5%,11018,6055,2482,687,133,14,8760,1308,795,2627,145,75,1259,4861,2095,846,568,486,213,177,197,241,486,358,340,47,138,251,752,90,124,3,22,8,11,5,1,0,4,7,2,,,0,1,1,43,1,0,0,,1,,0.96,,,0,,,
11630,jt,15812,48.1%,16426,0.96,72.5,4.7,947,24511,0.65,0.14,0.67,0.12,0.11,1.03,15812,16426,0.96,0.65,10848,K - D diff.,2323,2663,0.87,0.96,74.6%,13.3%,13663,7064,2777,843,155,9,11750,686,792,2384,205,54,581,5707,3073,816,552,523,168,726,265,362,665,188,139,97,396,471,712,111,71,1,56,6,20,27,1,10,1,3,4,,,0,6,0,5,2,0,0,,,,,3,,0,,,
13179,rzu,6547,54.2%,6904,0.95,73.7,3.4,368,9645,0.68,0.13,0.72,0.11,0.10,1.01,6547,6904,0.95,0.68,4479,K - D diff.,970,1128,0.86,0.97,73.2%,14.6%,5166,2909,1150,349,64,7,4830,127,371,1146,73,12,123,2681,1048,301,383,210,109,200,121,109,238,74,133,4,68,96,499,40,35,0,14,14,0,4,0,0,0,0,8,0,,0,0,0,2,0,0,0,,,,,0,,0,,,
150,maj3r,17858,48.8%,18382,0.97,73.9,4.9,1050,27515,0.65,0.14,0.67,0.08,0.08,,17858,18382,0.97,0.65,12448,K - D diff.,2711,2782,0.97,0.99,73.8%,14.0%,15067,8275,3116,897,142,18,11944,1315,1177,3110,280,69,1244,7151,2973,999,433,584,280,210,218,368,360,342,463,55,241,386,623,170,274,21,126,72,72,17,32,3,0,23,3,0,,1,12,0,14,4,,0,0,0,,0.96,,,,,0,
2148,tahsin,10135,44.7%,10739,0.94,72.9,4.8,583,15143,0.67,0.14,0.71,0.09,0.08,,10135,10739,0.94,0.67,6892,K - D diff.,1486,1776,0.84,0.96,67.1%,13.7%,8251,4446,1791,532,109,14,7247,293,250,2189,149,23,247,3960,1424,527,651,372,188,7,61,54,1316,81,81,7,184,331,25,108,164,1,109,84,13,3,3,0,0,11,37,0,,0,37,6,0,2,0,0,0,,,0.96,1,,,0,,
13042,logan,10091,55.2%,10391,0.97,70.6,2.6,590,15692,0.64,0.12,0.66,0.10,0.10,1.01,10091,10391,0.97,0.64,7053,K - D diff.,1436,1476,0.97,0.97,70.3%,13.0%,8639,4737,1710,498,100,8,6677,562,641,2049,69,110,513,3716,1619,506,421,401,145,318,187,128,141,439,287,49,165,214,504,36,8,11,20,105,28,0,0,0,9,81,0,,,0,0,1,11,0,1,0,0,,,,,,,,0,
15349,mankz,8578,52.8%,8972,0.96,72.6,5.3,498,13351,0.64,0.14,0.67,0.11,0.10,1.02,8578,8972,0.96,0.64,5871,K - D diff.,1312,1500,0.87,0.97,73.8%,14.1%,7480,3821,1506,443,89,12,6114,346,595,1400,127,22,342,3230,1303,483,371,340,23,21,306,223,382,54,59,4,424,323,431,62,81,3,33,13,0,18,0,0,0,2,4,0,,0,0,0,0,0,,0,,,,,,,,,,
11746,yj,8424,41.6%,8495,0.99,71.0,4.1,514,13425,0.63,0.13,0.63,0.07,0.08,1.00,8424,8495,0.99,0.63,5954,K - D diff.,963,985,0.98,0.90,71.3%,10.1%,7471,3987,1535,363,67,2,6196,125,645,1370,95,20,68,3276,1702,415,128,320,54,69,59,42,82,419,508,57,130,86,851,45,24,0,9,1,34,5,0,7,1,0,2,,,,0,0,2,0,,0,,0,,,,0,,0,,
3459,kinqie,11130,57.1%,11727,0.95,74.7,4.6,631,16775,0.66,0.13,0.70,0.11,0.09,,11130,11727,0.95,0.66,7616,K - D diff.,1719,1895,0.91,0.99,72.3%,14.9%,9159,4928,2009,545,121,13,8323,76,628,1949,148,23,68,4210,2391,613,402,433,63,600,257,259,503,155,97,3,91,113,415,86,63,9,195,21,5,8,0,0,1,0,1,,,0,5,0,4,0,,0,0,,,0.96,,0,0,,,
11286,ponczek,8518,44.4%,8751,0.97,70.8,4.0,495,13328,0.64,0.13,0.66,0.09,0.08,1.01,8518,8751,0.97,0.64,5942,K - D diff.,969,1039,0.93,0.90,73.4%,10.7%,7386,3952,1481,438,65,6,6249,90,582,1490,108,20,78,3732,1841,318,336,292,65,2,291,235,458,463,53,8,56,75,85,66,13,1,0,2,1,14,0,0,0,0,1,0,,0,4,0,5,0,0,0,0,,,,,,,,,
7414,smf,13214,56.2%,13598,0.97,69.6,4.5,790,20710,0.64,0.13,0.66,0.11,0.11,,13214,13598,0.97,0.64,9191,K - D diff.,1634,1736,0.94,0.92,72.4%,11.6%,11519,6105,2329,615,129,13,9668,233,548,2474,216,94,217,5671,1788,331,587,490,251,3,124,131,1338,188,218,15,269,487,112,139,200,25,41,382,9,5,38,4,1,76,3,,0,0,0,4,0,1,0,0,0,,,0.96,0,,0,,,
10569,devoduvek,10752,49.7%,11280,0.95,76.0,3.4,620,16394,0.66,0.15,0.69,0.10,0.09,,10752,11280,0.95,0.66,7362,K - D diff.,1583,1674,0.95,0.98,73.3%,14.1%,9032,4765,1923,563,103,8,8120,136,577,1822,117,11,122,4694,2008,234,391,397,156,151,53,187,467,239,324,14,222,350,228,62,77,13,37,291,0,3,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,,0.95,,,,,0,0
15639,dezon,7582,52.5%,7795,0.97,70.1,4.7,450,12091,0.63,0.13,0.64,0.10,0.10,1.01,7582,7795,0.97,0.63,5281,K - D diff.,980,1049,0.93,0.93,71.4%,11.4%,6810,3529,1285,390,72,5,5152,434,508,1394,100,20,350,2973,990,245,448,357,56,139,298,156,393,12,49,78,260,207,190,39,49,4,48,173,0,12,0,0,2,3,1,,,,0,0,1,6,,0,0,2,,,,,,,,
7511,denis,32576,44.3%,34401,0.95,75.1,3.6,1821,48452,0.67,0.14,0.71,0.11,0.09,,32576,34401,0.95,0.67,22275,K - D diff.,5723,6117,0.94,1.05,74.8%,17.2%,26177,14372,5893,1664,321,25,23213,2093,1533,5352,371,67,2027,13021,5129,1674,1068,1037,463,795,554,326,2381,346,336,59,311,557,1019,212,437,53,280,47,193,18,7,1,4,11,64,0,,0,7,0,17,0,4,0,,,1,0.95,0,,0,0,0,1
7508,alexrr,7438,39.8%,7992,0.93,72.6,3.8,433,11346,0.66,0.12,0.70,0.09,0.07,,7438,7992,0.93,0.66,4993,K - D diff.,1437,1652,0.87,1.06,73.1%,18.7%,6353,3205,1269,403,102,14,3032,2165,531,1601,92,27,2093,1993,541,326,227,324,149,11,92,98,224,162,312,49,40,85,138,39,206,5,129,76,8,1,4,8,4,7,12,,,1,22,1,2,1,,0,,,,0.95,,,,,0,
7382,steel,23927,40.8%,24725,0.97,71.9,3.6,1416,37000,0.65,0.13,0.67,0.10,0.09,,23927,24725,0.97,0.65,16717,K - D diff.,3255,3494,0.93,0.95,75.3%,12.8%,20283,11150,4184,1154,208,21,17548,347,1722,3860,325,171,322,9128,5607,786,594,906,312,722,337,331,517,740,848,10,381,520,672,177,202,44,47,259,99,24,4,23,0,75,59,0,,7,12,12,10,3,0,0,1,0,,0.95,0,,1,,0,
161,taz,35984,51.4%,37351,0.96,67.7,2.3,2103,55192,0.65,0.13,0.68,0.11,0.09,,35984,37351,0.96,0.65,24956,K - D diff.,4632,4993,0.93,0.94,74.0%,12.0%,30236,16451,6419,1735,324,27,27212,330,1592,6370,276,250,308,13772,6770,1075,689,1235,1097,304,221,380,4226,927,479,18,669,892,579,143,435,11,221,685,125,26,3,8,0,26,373,,,3,4,3,175,0,3,0,0,0,0,0.95,4,,,,,
7958,dumz,7889,48.4%,8209,0.96,71.2,3.1,455,12074,0.65,0.12,0.68,0.10,0.09,,7889,8209,0.96,0.65,5494,K - D diff.,1222,1361,0.90,0.98,70.0%,14.3%,6580,3666,1357,389,73,9,4881,876,494,1570,68,9,860,2881,715,470,103,281,155,1,35,51,1106,261,329,14,33,145,0,38,197,0,42,58,68,1,3,0,0,6,8,,,0,2,3,0,0,0,0,,,,0.95,,,,,,0
